,authority_control,character_code,character_id,image_id,label_eng,label_ja,label_ka,play_id,sort_ja
1244,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-15,1255,"[10317, 10326, 10330, 10334, 10342, 10343, 10344, 10345, 10346, 10348, 46211, 46212, 46213, 46214, 46215, 49959, 49960, 49961, 49968, 49969, 49970, 49971, 49972, 49973, 49974, 49975, 49976, 49977, 49978, 49979, 49980, 49981]",Hyoe,Sonobeno Hyōe,園部兵衛,[56],そのべひょうえ
1245,"September 1980 Program; """"轟坊"""" unidentified",Shin-16,1256,[nan],Priest,Gōbō no jisō,轟坊の寺僧,[56],ごうぼうのじぞう
1246,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-17,1257,"[10317, 10331, 10332, 10333, 10337, 10344, 10345, 10348, 46211, 46212, 46213, 46214, 46215, 49959, 49960, 49961, 49969, 49970, 49971, 49972, 49973, 49974, 49975, 49976, 49977, 49978, 49979, 49980, 49981]",Oume,Oume no Kata,お梅の方,[56],おうめのかた
1247,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",Shin-18,1258,[nan],Heizo,Hanekawa Hyōzō,刎川兵蔵,[56],はねかわひょうぞう
1248,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shin-19,1259,"[10352, 10353, 10354, 10355, 10365, 10367, 10368, 46218, 46219, 49983, 49984, 49991]",Oren,Musume Oren,娘おれん,[56],おれん
1249,"September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",Shin-20,1260,"[10356, 10357, 10358, 10359, 10360, 10361, 10362, 10363, 10364, 10365, 10366, 10367, 46218, 46219, 46220, 49985, 49986, 49987, 49988, 49989, 49993, 49994, 52287]",Masamune,Gorōbyōe Masamune,五郎兵衛正宗,[56],ごろうびょうえまさむね
1250,September 1980 Program; Bunka dejitaru raiburarii,Shin-21,1261,[10369],Unai,Shibukawa Unai,渋川右内,[56],しぶかわうない
1251,"February 1979 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuK-01,1262,"[8773, 8775, 8776, 8777, 8778, 8779, 8780, 8788, 8789, 8790, 8791, 8792, 8793, 8794, 8795, 8796, 8797, 8798, 8799, 8800, 8806, 8807, 8808, 8809, 8810, 8811, 8812, 8813, 8814, 8815, 8816, 8817, 8818, 8819, 8820, 46110, 46111, 49440, 49441, 49442, 49443, 49444, 52275, 62184]",Ofusa,Kasaneizutsu no Ofusa,重井筒のお房,[54],かさねいづつのおふさ
1252,February 1979 Program; Bunka dejitaru raiburarii,ShinjuK-02,1263,"[8769, 8775, 8776]",Sayo,Kasaneizutsu no Sayo,重井筒の小夜,[54],かさねいづつのさよ
1253,February 1979 Program; Bunka dejitaru raiburarii,ShinjuK-03,1264,[8776],Koroku,Kasaneizutsu no Koroku,重井筒の小六,[54],かさねいづつのころく
1254,February 1979 Program,ShinjuK-04,1265,[8774],Cook,Ryōrinin,料理人,[54],りょうりにん
1255,February 1979 Program,ShinjuK-05,1266,[nan],Courier,Hikyakuya,飛脚屋,[54],ひきゃくや
1256,February 1979 Program; Bunka dejitaru raiburarii,ShinjuK-06,1267,"[8773, 8779, 8780, 8781, 8782, 8801, 46111, 49441]",Wife of the Kasaneizutsu proprietor,Kasaneizutsu no naigi,重井筒の内儀,[54],かさねいづつのないぎ
1257,February 1979 Program,ShinjuK-07,1268,[nan],Apprentice,Decchi,丁稚,[54],でっち
1258,"February 1979 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",ShinjuK-08,1269,"[8770, 8771, 8779, 8780, 8781, 8782, 8784, 8785, 8786, 8787, 8792, 8793, 8794, 8795, 8796, 8797, 8798, 8799, 8800, 8801, 8802, 8803, 8804, 8805, 8806, 8807, 8808, 8809, 8810, 8811, 8812, 8813, 8814, 8815, 8816, 8817, 8819, 8820, 46111, 49442, 49443, 49444, 52275]",Tokubei,Kōya Tokubei,紺屋徳兵衛,[54],こんやとくべい
1259,February 1979 Program; Bunka dejitaru raiburarii,ShinjuK-09,1270,"[8782, 8783, 8801, 8802, 8803, 8804]",Proprietor of the Kasaneizutsu tea house (Tokubei's brother),Kasaneizutsu no teishu,重井筒の亭主(徳兵衛の兄 ),[54],かさねいづつのていしゅ（とくべいのあに）
1260,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-01,1271,"[10663, 10674, 10683, 10684, 10687, 10688, 10691, 10692, 10693, 10694, 10697, 10705, 10715, 10716, 10717, 10719, 10723, 10724, 10725, 10729, 10730, 10731, 10733, 10737, 10741, 10747, 10748, 10752, 10753, 10758, 10759, 10760, 10761, 10762, 10763, 10764, 10765, 10766, 10767, 10768, 10769, 10770, 10771, 10772, 10773, 10775, 10776, 45817, 45818, 45820, 45824, 45826, 45828, 45830, 45832, 45836, 45840, 45842, 45844, 45846, 45848, 45850, 45852, 45853, 45854, 45856, 45858, 45860, 45862, 45864, 45866, 45867, 46245, 46247, 46248, 46249, 46257, 46258, 46259, 46260, 46261, 46262, 46264, 46265, 46266, 46268, 46269, 46271, 46273, 46275, 46278, 46279, 46280, 48726, 48728, 48729, 48730, 48731, 48732, 48733, ...]",Jihei,Kamiya Jihei,紙屋治兵衛,[2],かみやじへい
1261,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-02,1272,"[10658, 10659, 10664, 10665, 10667, 10668, 10669, 10670, 10671, 10672, 10677, 10678, 10679, 10681, 10685, 10689, 10690, 10691, 10692, 10695, 10697, 10706, 10709, 10711, 10714, 10715, 10716, 10717, 10718, 10719, 10720, 10722, 10755, 10756, 10757, 45816, 45820, 45822, 45824, 45826, 45828, 45830, 45832, 45836, 45840, 45842, 45852, 46245, 46246, 46247, 46248, 46249, 46257, 46258, 46260, 46265, 46275, 46277, 46278, 46279, 46280, 48726, 48727, 48760, 48761, 48762, 48763, 48764, 48798, 48799, 48800, 48801, 48802, 48803, 48804, 48805, 48806, 48807, 48808, 48809, 48811, 48812, 48815, 48816, 48820, 48832, 48833, 48919, 48920, 48928, 48929, 48930, 48931, 48932, 48934, 48935, 48936, 48939, 48940, 48941, ...]",Magoemon,Koya Magoemon,粉屋孫右衛門,[2],こやまごえもん
1262,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",ShinjuT-03,1273,"[10649, 10650, 10655, 10656, 10657, 10661, 10662, 10666, 10667, 10668, 10669, 10670, 10671, 10672, 10673, 10675, 10676, 10677, 10678, 10679, 10686, 10689, 10690, 10693, 10694, 10695, 10696, 10698, 10699, 10700, 10708, 10709, 10710, 10711, 10718, 10719, 10720, 10766, 10767, 10768, 10769, 10771, 10772, 10773, 10774, 10775, 10776, 45814, 45816, 45820, 45822, 45824, 45826, 45830, 45832, 45834, 45854, 45856, 45858, 45860, 45862, 45864, 45866, 45867, 46244, 46245, 46246, 46247, 46248, 46249, 46257, 46258, 46266, 46268, 46274, 46275, 46277, 46278, 46279, 46280, 48800, 48801, 48806, 48807, 48808, 48813, 48814, 48815, 48817, 48818, 48821, 48912, 48913, 48914, 48915, 48916, 48917, 48919, 48920, 48928, ...]",Koharu,Kinokuniya Koharu,紀の国屋小春,[2],きのくにやこはる
1263,October 1986 Program; Bunka dejitaru raiburarii,ShinjuT-04,1274,"[10704, 10740, 45838, 48828, 48829, 56827]",Otama,Gejo Otama,下女お玉,[2],おたま
1264,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-05,1275,"[10651, 10652, 10654, 10680, 10682, 10712, 10713, 10714, 45814, 45816, 45824, 46244, 46248, 46249, 46274, 46275, 46278, 48914, 48915, 48916, 48917, 48918, 48942, 48943, 49769, 50116, 50117, 50139, 50140, 50478, 50479, 50480, 50481, 50482, 50483, 50484, 50499, 56773, 56774, 56775, 56776, 56777, 56779, 56780, 56781, 56804, 56805, 56806, 56807]",Tahei,Edoya Tahei,江戸屋太兵衛,[2],えどやたへい
1265,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-06,1276,"[10653, 45814, 45816, 46274, 46275, 48914, 48915, 48916, 48917, 48918, 50478, 50480, 50481, 50482, 50483, 50484, 56773, 56775, 56776, 56778]",Zenroku,Gokanya Zenroku,五貫屋善六,[2],ごかんやぜんろく
1266,October 1986 Program; Bunka dejitaru raiburarii,ShinjuT-07,1277,"[48939, 48940]",Kawasho proprietor,Kawashō teishu,河庄亭主,[2],かわしょうていしゅ
1267,October 1986 Program; Bunka dejitaru raiburarii,ShinjuT-08,1278,"[45853, 46265, 48945, 50226]",Night watchman,Yomawari,夜回り ,[2],よまわり
1268,October 1986 Program; Bunka dejitaru raiburarii,ShinjuT-09,1279,[56783],Maid servant,Kinokuniya Shimo onago,紀の国屋下女子(下女),[2],きのくにやしもおなご
1269,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-10,1280,"[10702, 10703, 10721, 10722, 10724, 10725, 10726, 10727, 10728, 10729, 10731, 10732, 10733, 10734, 10735, 10736, 10737, 10741, 10742, 10743, 10744, 10745, 10747, 10748, 10749, 10750, 10751, 45836, 45838, 45840, 45842, 45844, 45846, 45848, 45850, 46259, 46260, 46261, 46262, 46264, 46269, 46271, 48726, 48728, 48729, 48730, 48731, 48732, 48733, 48734, 48735, 48736, 48737, 48738, 48740, 48741, 48742, 48743, 48746, 48747, 48748, 48749, 48750, 48751, 48752, 48753, 48755, 48756, 48824, 48825, 48826, 48828, 48829, 48831, 48833, 50193, 50194, 50202, 50203, 50205, 50206, 50207, 50208, 50209, 50210, 50211, 50212, 50213, 50214, 50216, 50217, 50218, 50437, 50438, 50439, 50440, 50441, 50442, 50443, 50444, ...]",Osan,Nyōbō Osan,女房おさん,[2],おさん
1270,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-11,1281,"[10739, 10742, 10744, 10746, 10749, 45846, 45848, 45850, 46262, 48743, 48745, 48746, 48748, 48749, 48750, 48753, 49773, 50215, 50216, 56854, 56855, 56856, 56858]",Gozaemon,Shūto Gozaemon,舅五左衛門,[2],ござえもん
1271,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-12,1282,"[10701, 10706, 10707, 10738, 10740, 10754, 10757, 45838, 45852, 46264, 46273, 48759, 48763, 48764, 48827, 50222, 50449, 56825, 56826, 56864, 61279]",Sangoro,Decchi Sangorō,丁稚三五郎,[2],さんごろう
1272,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-13,1283,"[10703, 10743, 10750, 10751, 10752, 45838, 45850, 46259, 46264, 46269, 46273, 48751, 48752, 48825, 48826, 50219, 50222, 50437, 56824, 56857, 56858, 56859, 56860, 56861]",Kantaro,Segare Kantarō,伜勘太郎,[2],かんたろう
1273,"October 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuT-14,1284,"[10220, 10743, 10750, 10751, 10752, 45850, 45852, 46264, 48751, 48752, 48753, 48754, 50194, 50217, 50218, 50219, 56859, 56860, 56861]",Osue,Musume Osue,娘お末,[2],おすえ
1274,"February 1982 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuY-01,1285,"[8829, 8830, 8831, 8832, 8835, 8837, 8838, 8839, 8840, 8841, 8844, 8845, 8846, 8853, 8854, 8855, 10798, 10799, 10801, 10802, 10822, 10823, 10826, 10827, 10913, 10914, 11603, 11605, 11607, 11608, 11609, 11610, 11611, 11612, 11613, 11620, 46138, 46139, 46377, 46632, 49570, 49572, 49573, 49574, 49576, 49577, 50636, 50637, 50638, 51256, 51257, 51258, 51259, 52360]",Okaru,Ane Okaru,姉おかる,[4],おかる
1275,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-02,1286,"[8824, 8826, 46377, 50634]","Onabe, a maid",Gejo Onabe,下女お鍋,[4],おなべ
1276,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-03,1287,"[8824, 8825, 8826, 51255]","Otake, a maid",Gejo Otake,下女お竹,[4],おたけ
1277,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-04,1288,"[8824, 8826, 10796, 46377, 50634]","Okiku, a maid",Gejo Okiku,下女お菊,[4],おきく
1278,"February 1982 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuY-05,1289,"[8827, 8828, 8829, 8830, 8832, 8833, 8834, 8836, 8837, 8838, 8839, 8841, 8847, 8855, 8856, 8857, 8866, 8867, 8868, 8871, 8872, 8873, 8874, 8876, 8877, 8878, 8879, 8880, 8881, 8882, 8890, 8891, 8892, 8893, 8894, 8895, 8896, 8897, 8898, 8899, 8900, 8901, 8902, 8903, 8904, 8905, 8908, 8909, 8910, 8912, 8913, 8914, 8915, 8916, 8917, 8920, 8921, 8922, 8923, 8924, 8925, 8926, 8927, 8928, 8929, 8930, 8931, 8932, 8933, 8934, 8935, 8936, 8937, 8938, 8939, 8940, 8941, 8942, 8943, 8944, 8945, 8946, 8947, 8948, 8949, 8950, 8951, 8952, 8953, 8955, 8956, 8959, 8960, 10797, 10800, 10801, 10802, 10807, 10808, 10809, ...]",Ochiyo,Nyōbō Ochiyo,女房お千代,[4],おちよ
1279,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-06,1290,"[8830, 8842, 11605]",Kinzo,Hyakushō Kinzō,百姓金蔵,[4],きんぞう
1280,"February 1982 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuY-07,1291,"[8831, 8840, 8841, 8843, 8847, 8858, 10803, 10830, 10834, 11608, 11609, 11610, 11611, 11612, 46632, 51257, 51258]",Heiemon,Shimada Heiemon,島田平右衛門,[4],しまだへいえもん
1281,"February 1982 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",ShinjuY-08,1292,"[8848, 8849, 8850, 8851, 8852, 8854, 8855, 8863, 8864, 8865, 8866, 8867, 8868, 8869, 8870, 8871, 8872, 8873, 8874, 8875, 8876, 8877, 8878, 8879, 8880, 8881, 8883, 8884, 8885, 8886, 8887, 8888, 8889, 8890, 8891, 8892, 8893, 8894, 8895, 8896, 8897, 8898, 8899, 8900, 8901, 8902, 8903, 8904, 8905, 8908, 8909, 8910, 8911, 8912, 8913, 8914, 8915, 8916, 8917, 8918, 8919, 8922, 8923, 8924, 8925, 8926, 8927, 8928, 8929, 8930, 8931, 8932, 8933, 8934, 8935, 8937, 8938, 8939, 8940, 8941, 8942, 8943, 8944, 8945, 8946, 8947, 8948, 8949, 8950, 8951, 8952, 8953, 8954, 8955, 8956, 8957, 8958, 8959, 8960, 8961, ...]",Hambei,Yaoya Hanbei,八百屋半兵衛,[4],やおやはんべい
1282,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-09,1293,"[8861, 8862, 8864, 8865, 8869, 8870, 8871, 10792, 10793, 10813, 10835, 10836, 10837, 10838, 11652, 11653, 11656, 11665, 46139, 46379, 46381, 46638, 49578, 50642, 50643, 50644, 50645, 50646, 51273]",Iemon's wife,Iemon  nyobo,"伊右衛門女房 (半兵衛母, 八百屋の母)",[4],いえもんにょうぼ
1283,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-10,1294,"[8860, 8869, 8870, 10806]",Tahei,Oi Tahei,甥太兵衛,[4],たへい
1284,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-11,1295,"[10795, 11654, 11655]",Priest Sainen,Sainenbō,西念坊,[4],せいねんぼう
1285,February 1982 Program; Bunka dejitaru raiburarii,ShinjuY-12,1296,"[8862, 10812, 46379, 50644]",Iemon,Yaoya Iemon,八百屋伊右衛門,[4],やおやいえもん
1286,February 1982 Program,ShinjuY-13,1297,[11659],"San, a maid",Gejo San,下女さん,[4],さん
1287,February 1982 Program,ShinjuY-14,1298,"[10804, 10805, 11639]","Matsu, an apprentice",Decchi Matsu,丁稚松,[4],まつ
1288,February 1982 Program,ShinjuY-15,1299,"[8906, 8907, 10860, 10861, 10862, 11696, 11697, 50650]",Buddhist devotee,Gōshin mairi,庚申参り,[4],ごうしんまいり
1289,"January 1993 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shinpan-01,1301,"[11389, 11392, 11393, 11394, 11395, 11396, 11397, 11398, 11399, 11400, 11401, 11403, 11405, 11408, 11409, 11410, 11415, 11425, 11431, 11432, 11433, 45156, 45158, 45160, 45161, 46543, 46545, 46551, 46553, 46555, 46575, 47593, 47594, 47595, 47597, 47598, 47599, 47604, 47605, 51039, 51040, 51041, 51042, 51043, 51059, 51060, 51061, 51062, 51063, 51064, 51065, 51066, 51067, 51070, 51119, 52344, 52347, 52369, 52370, 52371]",Hisamatsu,Decchi Hisamatsu,丁稚久松,[80],ひさまつ
1290,May 1975 Program; Bunka dejitaru raiburarii,Shinrei-01,1302,"[45497, 48155, 48158, 53037, 53039, 53040, 53041, 53042, 53049, 53054, 53055, 53057, 53059, 53064, 53143, 53144, 62088]",Tsukuba-Gozen,Tsukuba Gozen,筑波御前,[55],つくばごぜん
1291,"May 1973 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shinshu-01,1303,[nan],Terutora Nagao,Nagao Terutora,長尾輝虎,[106],ながおてるとら
1292,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-01,1305,[nan],Sono-no-kata,Sonō no Kata,園生の方,[57],そのおのかた
1293,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-02,1306,[nan],Gemba Yamaoka,Yamaoka Genbanojō,山岡玄蕃之允,[57],やまおかげんばのじょう
1294,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-03,1307,[nan],Ryoan Komazawa,Komawaza Ryōan,駒沢了庵,[57],こまざわりょうあん
1295,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-04,1308,"[58296, 58297]",Tamahashi,Tamahashi no tsubone,玉橋の局,[57],たまはしのつぼね
1296,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-05,1309,[nan],Umpachi Akaboshi,Akabosi Unpachi,赤星運八,[57],あかぼしうんぱち
1297,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-06,1310,[58297],Yashamaru,Yashamaru,夜叉丸,[57],やしゃまる
1298,"May 1978 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shoutsushi-07,1311,"[46001, 49200, 49201, 49202, 58463, 58464, 58465, 58466, 58467, 58469, 58470, 58471, 58472, 58473, 58474, 58475, 58476, 58477, 58478, 58479, 58480, 58481, 58482, 58483, 58484, 58485, 58486, 58487, 58488, 58489, 58494, 58495, 58497, 58498, 58499, 58500, 58502, 58503, 58504, 58505, 58506, 58525, 58526, 58527, 58528, 58529, 58530, 58531, 58532, 58540, 58541, 58542, 58543, 58544, 58547, 58550, 58552, 58553, 58554, 58555, 58556, 58557, 58558, 58559, 58560]","Nisaburo, in fact Haruji Komazawa",Ukisu no Nisaburō jitsuwa Komazawa Haruji,浮洲の仁三郎実は駒沢春次,[57],うきすのにんざぶろう
1299,"May 1978 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shoutsushi-08,1312,"[45997, 45999, 46003, 49191, 49192, 49195, 49196, 49197, 49203, 49204, 58298, 58299, 58300, 58301, 58302, 58309, 58310, 58311, 58312, 58313, 58314, 58315, 58316, 58317, 58318, 58354, 58355, 58356, 58358, 58359, 58362, 58363, 58364, 58365, 58366, 58367, 58369, 58371, 58372, 58373, 58374, 58375, 58376, 58377, 58378, 58379, 58380, 58381, 58382, 58383, 58384, 58385, 58386, 58387, 58388, 58389, 58390, 58391, 58392, 58393, 58394, 58395, 58397, 58398, 58400, 58401, 58402, 58570, 58571, 58572, 58576, 58577, 58580, 58581, 58582, 58583, 58584, 58585, 58586, 58587, 58588, 58592, 58593, 58594, 58595, 58596, 58603, 58604, 58605, 58607, 58611, 58612, 58613, 58614, 58615, 58616, 58617, 58618, 58692, 58693, ...]","Asojiro Miyagi, later known as Jirozaemon Komazawa",Miyagi Asojirō nochini Komazawa Jirōzaemon,宮城阿曾次郎後に駒澤次郎左衛門,[57],みやぎあそじろうのちにこまざわじろうざえもん
1300,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-09,1313,"[58298, 58299, 58300]",Priest Gesshin,Sō Gesshin,僧月心,[57],げっしん
1301,"May 1978 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shoutsushi-10,1314,"[45997, 45999, 46009, 46011, 49190, 49191, 49192, 49193, 49194, 49195, 49196, 49197, 49198, 49199, 49217, 49218, 49219, 49220, 49221, 49222, 49223, 58301, 58302, 58303, 58304, 58305, 58306, 58307, 58308, 58309, 58310, 58311, 58312, 58313, 58314, 58316, 58318, 58325, 58326, 58327, 58328, 58329, 58337, 58338, 58339, 58340, 58341, 58342, 58367, 58368, 58369, 58370, 58371, 58372, 58373, 58374, 58375, 58376, 58377, 58378, 58379, 58380, 58381, 58382, 58383, 58384, 58385, 58386, 58387, 58388, 58389, 58390, 58391, 58392, 58393, 58394, 58395, 58396, 58399, 58400, 58401, 58402, 58405, 58406, 58407, 58412, 58413, 58414, 58415, 58416, 58417, 58418, 58419, 58420, 58421, 58422, 58423, 58424, 58425, 58426, ...]",Miyuki,Akizuki musume Miyuki,秋月娘深雪,[57],みゆき
1302,"May 1978 Program; Kabuki tōjō jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Shoutsushi-11,1315,"[45997, 49190, 58301, 58302, 58303, 58304, 58305, 58306, 58307, 58308, 58309, 58310, 58316, 58341, 58342, 58635, 58639, 58640, 58641, 58643, 58644, 58645, 58646, 58648, 58650, 58651, 58652, 58654, 58656, 58657, 58658, 58659, 58660, 58662, 58663, 58664, 58666, 58668, 58669, 58670, 58671, 58672, 58673, 58674, 58675, 58676, 58678, 58679, 58680, 58681, 58682, 58683]",Asaka,Uba Asaka,乳母浅香,[57],あさか
1303,May 1978 Program,Shoutsushi-12,1316,"[45997, 49190, 58302, 58307]",Hanzo Abusaka,Rōnin Abusaka Hanzō,浪人虻坂半蔵,[57],あぶさかはんぞう
1304,May 1978 Program,Shoutsushi-13,1317,"[45997, 49190, 58302, 58307]",Heinai Iwabuchi,Rōnin Iwabuchi Heinai,浪人岩淵平内,[57],いわぶちへいない
1305,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-14,1318,"[58315, 58317]",Shikanai,Yakko Shikanai,奴鹿内,[57],しかない
1306,May 1978 Program; Bunka dejitaru raiburarii,Shoutsushi-15,1319,[58316],Boatman at Ujigawa,Ujigawa no sendō,宇治川の船頭,[57],うじがわのせんどう
